parameter,log_loss_train,log_loss_validation
100.0,0.008642170121073737,0.01602835044222736
125.0,0.00872002006466908,0.01603240176659329
150.0,0.008786266888623252,0.016011956074194453
175.0,0.008853761114048772,0.01600971241307285
200.0,0.008913261266097726,0.015990693411524173
225.0,0.008974951495851629,0.01601665116986039
250.0,0.009035918242790273,0.016008690282106212
275.0,0.009094759353059395,0.01600267044517471
300.0,0.00915254498129948,0.016006603556518402
325.0,0.009212859419097691,0.01600550304188394
350.0,0.009265438352259443,0.01602082325833061
375.0,0.009324770099914793,0.016012179835344375
400.0,0.00938416329144695,0.0159854483853744
425.0,0.00943172999817566,0.01598475443644684
450.0,0.009489618707708859,0.016010351579273583
475.0,0.009535823776527345,0.016019296586183812
500.0,0.00958239883095339,0.016004164351242276
525.0,0.00963724567154627,0.01601862388218415
550.0,0.009694076389033374,0.016033803985644492
575.0,0.00974389920828667,0.0160459831106726
600.0,0.0097965751896413,0.01605573460387243
